zipcode,latitude,longitude,state,population
77089,29.59,-95.23,TX,59042.0
77090,30.01,-95.44,TX,39478.0
77091,29.85,-95.44,TX,30008.0
77092,29.83,-95.48,TX,35822.0
77093,29.86,-95.34,TX,47417.0
77094,29.77,-95.7,TX,11139.0
77095,29.91,-95.65,TX,71138.0
77096,29.67,-95.48,TX,32744.0
77098,29.73,-95.42,TX,15414.0
77099,29.67,-95.58,TX,50113.0
77301,30.31,-95.43,TX,33409.0
77302,30.23,-95.36,TX,19165.0
77303,30.38,-95.38,TX,22502.0
77304,30.33,-95.52,TX,36700.0
77306,30.28,-95.31,TX,16650.0
77316,30.31,-95.69,TX,29191.0
77318,30.45,-95.54,TX,18348.0
77320,30.81,-95.56,TX,38572.0
77327,30.33,-94.92,TX,29710.0
77328,30.41,-95.19,TX,18297.0
77331,30.62,-95.18,TX,7114.0
77338,30.01,-95.28,TX,46780.0
77339,30.05,-95.22,TX,42652.0
77340,30.65,-95.53,TX,32826.0
77345,30.05,-95.16,TX,27274.0
77346,29.99,-95.18,TX,67587.0
77351,30.7,-94.82,TX,34047.0
77355,30.16,-95.75,TX,31164.0
77356,30.45,-95.7,TX,28689.0
77357,30.16,-95.18,TX,29992.0
77358,30.55,-95.45,TX,5324.0
77360,30.85,-95.11,TX,5805.0
77362,30.16,-95.67,TX,6361.0
77364,30.77,-95.22,TX,2272.0
77365,30.12,-95.27,TX,36802.0
77371,30.49,-94.98,TX,7291.0
77372,30.24,-95.18,TX,14103.0
77373,30.06,-95.38,TX,63296.0
77375,30.09,-95.59,TX,62970.0
77377,30.06,-95.68,TX,38689.0
77378,30.46,-95.37,TX,17549.0
77379,30.04,-95.53,TX,82125.0
77380,30.14,-95.47,TX,29095.0
77381,30.18,-95.5,TX,36080.0
77382,30.2,-95.55,TX,41233.0
77384,30.23,-95.5,TX,21259.0
77385,30.19,-95.42,TX,24771.0
77386,30.1,-95.36,TX,64460.0
77388,30.06,-95.47,TX,53498.0
77389,30.12,-95.51,TX,41982.0
77396,29.95,-95.26,TX,61720.0
77401,29.7,-95.46,TX,17362.0
77406,29.65,-95.79,TX,58998.0
77407,29.68,-95.71,TX,73084.0
77414,28.91,-95.89,TX,24345.0
77417,29.47,-95.96,TX,2892.0
77418,29.98,-96.25,TX,10220.0
77422,28.96,-95.57,TX,14042.0
77426,30.12,-96.25,TX,2019.0
77429,29.99,-95.66,TX,88375.0
77430,29.26,-95.66,TX,1780.0
77433,29.95,-95.74,TX,103070.0
77434,29.53,-96.32,TX,4128.0
77435,29.51,-96.12,TX,3727.0
77437,29.2,-96.27,TX,18529.0
77447,30.05,-95.83,TX,18145.0
77449,29.84,-95.74,TX,119994.0
77455,29.14,-96.44,TX,2014.0
77459,29.53,-95.53,TX,77722.0
77461,29.39,-95.77,TX,11824.0
77465,28.71,-96.23,TX,7227.0
77469,29.49,-95.71,TX,57228.0
77471,29.55,-95.87,TX,41723.0
77474,29.78,-96.19,TX,14048.0
77477,29.63,-95.57,TX,33844.0
77478,29.62,-95.61,TX,23276.0
77479,29.57,-95.63,TX,90084.0
77480,29.09,-95.77,TX,8243.0
77482,29.09,-95.88,TX,1307.0
77486,29.15,-95.68,TX,7227.0
77488,29.3,-96.1,TX,14721.0
77489,29.6,-95.52,TX,38593.0
77493,29.85,-95.83,TX,48117.0
77494,29.75,-95.82,TX,129165.0
77498,29.64,-95.65,TX,52947.0
77502,29.68,-95.2,TX,37665.0
77503,29.69,-95.16,TX,24582.0
77504,29.65,-95.19,TX,25748.0
77505,29.65,-95.14,TX,22548.0
77506,29.72,-95.19,TX,37141.0
77510,29.35,-95.09,TX,13124.0
77511,29.39,-95.24,TX,49600.0
77514,29.69,-94.63,TX,5818.0
77515,29.18,-95.45,TX,33491.0
77518,29.51,-94.99,TX,10567.0
77520,29.75,-95.0,TX,36054.0
77521,29.81,-94.96,TX,63309.0
77523,29.78,-94.86,TX,26370.0
77530,29.79,-95.11,TX,30880.0
77531,29.04,-95.4,TX,15956.0
77532,29.93,-95.06,TX,30108.0
77534,29.21,-95.3,TX,3125.0
77535,30.05,-94.92,TX,37418.0
77536,29.69,-95.12,TX,33291.0
77539,29.46,-95.03,TX,45901.0
77541,29.01,-95.33,TX,17989.0
77545,29.54,-95.47,TX,25755.0
77546,29.51,-95.19,TX,54405.0
77547,29.74,-95.24,TX,9702.0
77550,29.31,-94.78,TX,22421.0
77551,29.28,-94.84,TX,23686.0
77554,29.23,-94.93,TX,9001.0
77562,29.83,-95.05,TX,10292.0
77563,29.31,-95.02,TX,10223.0
77565,29.54,-95.03,TX,6555.0
77566,29.05,-95.48,TX,30327.0
77568,29.37,-94.99,TX,19819.0
77571,29.69,-95.06,TX,37298.0
77573,29.5,-95.09,TX,95111.0
77575,30.08,-94.74,TX,15796.0
77578,29.48,-95.37,TX,23444.0
77581,29.56,-95.28,TX,50733.0
77583,29.38,-95.46,TX,41232.0
77584,29.55,-95.35,TX,89358.0
77586,29.58,-95.03,TX,23364.0
77587,29.66,-95.23,TX,16381.0
77590,29.38,-94.92,TX,33272.0
77591,29.4,-95.0,TX,14961.0
77598,29.54,-95.14,TX,27184.0
77611,30.01,-93.82,TX,9829.0
77612,30.4,-93.93,TX,9490.0
77619,29.95,-93.92,TX,17078.0
77622,29.86,-94.29,TX,1685.0
77625,30.37,-94.39,TX,7773.0
77627,29.99,-94.01,TX,21896.0
77632,30.2,-93.8,TX,21657.0
77640,29.88,-93.94,TX,17579.0
77642,29.94,-93.92,TX,37881.0
77650,29.43,-94.68,TX,2094.0
77651,29.98,-93.95,TX,13534.0
77656,30.43,-94.17,TX,16795.0
77657,30.23,-94.19,TX,21551.0
77659,30.16,-94.43,TX,6230.0
77662,30.18,-94.02,TX,25789.0
77664,30.59,-94.4,TX,2368.0
77665,29.79,-94.41,TX,6499.0
77701,30.07,-94.11,TX,12930.0
77702,30.09,-94.13,TX,3368.0
77703,30.12,-94.11,TX,12069.0
77705,29.91,-94.17,TX,40947.0
77706,30.1,-94.17,TX,29195.0
77707,30.05,-94.17,TX,18214.0
77708,30.15,-94.15,TX,12979.0
77713,30.07,-94.26,TX,14136.0
77801,30.64,-96.36,TX,14585.0
77802,30.66,-96.32,TX,24571.0
77803,30.68,-96.39,TX,33233.0
77807,30.68,-96.48,TX,12677.0
77808,30.79,-96.31,TX,14684.0
77830,30.53,-96.01,TX,3122.0
77831,30.73,-95.91,TX,3137.0
77833,30.21,-96.41,TX,28417.0
77835,30.19,-96.59,TX,3589.0
77836,30.54,-96.68,TX,11584.0
77840,30.61,-96.32,TX,50047.0
77845,30.56,-96.28,TX,72886.0
77856,31.08,-96.41,TX,4526.0
77859,30.88,-96.52,TX,7368.0
77861,30.72,-96.1,TX,2171.0
77864,30.96,-95.89,TX,7158.0
77868,30.37,-96.06,TX,18302.0
77871,31.05,-96.11,TX,2757.0
77872,30.89,-96.1,TX,2416.0
77873,30.57,-95.8,TX,1270.0
77879,30.4,-96.49,TX,5162.0
77880,30.28,-96.19,TX,1816.0
77954,29.1,-97.3,TX,10801.0
77957,29.03,-96.71,TX,8710.0
77962,29.03,-96.5,TX,3262.0
77963,28.66,-97.4,TX,5188.0
77964,29.38,-96.84,TX,7850.0
77975,29.57,-97.09,TX,1540.0
77979,28.6,-96.6,TX,16577.0
77983,28.4,-96.64,TX,2251.0
77984,29.45,-97.19,TX,4134.0
77995,29.2,-97.09,TX,11065.0
78002,29.28,-98.74,TX,8776.0
78003,29.71,-99.1,TX,9325.0
78006,29.87,-98.71,TX,39830.0
78009,29.36,-98.88,TX,7901.0
78010,29.91,-99.05,TX,3948.0
78013,29.98,-98.91,TX,5333.0
78015,29.74,-98.65,TX,20928.0
78016,29.18,-98.96,TX,10156.0
78022,28.24,-98.16,TX,4636.0
78023,29.62,-98.75,TX,28750.0
78024,30.0,-99.49,TX,1222.0
78025,30.08,-99.29,TX,5217.0
78026,28.76,-98.55,TX,6634.0
78028,30.04,-99.16,TX,40081.0
78040,27.51,-99.5,TX,37136.0
78041,27.55,-99.47,TX,46751.0
78043,27.54,-99.27,TX,45703.0
78045,27.83,-99.66,TX,67730.0
78046,27.38,-99.37,TX,68418.0
78052,29.21,-98.77,TX,6000.0
78055,29.82,-99.32,TX,1899.0
78056,29.54,-98.94,TX,2250.0
78058,30.13,-99.59,TX,827.0
78059,29.19,-98.84,TX,5699.0
78063,29.69,-98.91,TX,9282.0
78064,28.92,-98.42,TX,16049.0
78065,29.08,-98.64,TX,10824.0
78069,29.19,-98.68,TX,6542.0
78070,29.89,-98.41,TX,17300.0
78071,28.48,-98.2,TX,3730.0
78073,29.25,-98.62,TX,10297.0
78076,26.93,-99.13,TX,13224.0
78101,29.34,-98.23,TX,9082.0
78102,28.41,-97.72,TX,27271.0
78108,29.57,-98.22,TX,44734.0
78109,29.48,-98.29,TX,48745.0
78112,29.21,-98.37,TX,10087.0
78114,29.12,-98.2,TX,22948.0
78119,28.72,-97.91,TX,7068.0
78121,29.35,-98.1,TX,13730.0
78123,29.6,-98.04,TX,2528.0
78124,29.56,-98.15,TX,7286.0
78130,29.69,-98.07,TX,84510.0
78132,29.76,-98.19,TX,36475.0
78133,29.88,-98.25,TX,20835.0
78140,29.31,-97.76,TX,3601.0
78147,29.07,-98.08,TX,1691.0
78148,29.54,-98.3,TX,22580.0
78152,29.43,-98.2,TX,2380.0
78154,29.55,-98.27,TX,39718.0
78155,29.53,-97.94,TX,51656.0
78160,29.24,-97.93,TX,5246.0
78163,29.77,-98.45,TX,14531.0
78164,28.98,-97.52,TX,3592.0
78201,29.47,-98.53,TX,45767.0
78202,29.43,-98.46,TX,10390.0
78203,29.42,-98.46,TX,6034.0
78204,29.4,-98.5,TX,11832.0
78205,29.42,-98.49,TX,1521.0
78207,29.42,-98.53,TX,51062.0
78208,29.44,-98.46,TX,4175.0
78209,29.49,-98.46,TX,42474.0
78210,29.4,-98.46,TX,34005.0
78211,29.35,-98.56,TX,30556.0
78212,29.46,-98.49,TX,27020.0
78213,29.52,-98.52,TX,42767.0
78214,29.35,-98.48,TX,23077.0
78216,29.54,-98.49,TX,43073.0
78217,29.54,-98.42,TX,33130.0
78218,29.49,-98.4,TX,36334.0
78219,29.44,-98.38,TX,16304.0
78220,29.41,-98.4,TX,15808.0
78221,29.28,-98.48,TX,41964.0
78222,29.37,-98.38,TX,23652.0
78223,29.31,-98.39,TX,54438.0
78224,29.31,-98.54,TX,20306.0
78225,29.39,-98.53,TX,14115.0
78226,29.38,-98.57,TX,7109.0
78227,29.4,-98.64,TX,46350.0
78228,29.46,-98.57,TX,56781.0
78229,29.51,-98.57,TX,34633.0
78230,29.55,-98.56,TX,42892.0
78231,29.58,-98.55,TX,10109.0
78232,29.59,-98.48,TX,36825.0
78233,29.55,-98.36,TX,46281.0
78237,29.42,-98.57,TX,38772.0
78238,29.47,-98.62,TX,25737.0
78239,29.52,-98.36,TX,30482.0
78240,29.52,-98.61,TX,56810.0
78242,29.35,-98.61,TX,34084.0
78244,29.48,-98.35,TX,36233.0
78245,29.4,-98.74,TX,90956.0
78247,29.58,-98.41,TX,50588.0
78248,29.59,-98.53,TX,13840.0
78249,29.57,-98.61,TX,59035.0
78250,29.5,-98.67,TX,60101.0
78251,29.46,-98.68,TX,61970.0
78252,29.34,-98.7,TX,14832.0
78253,29.47,-98.79,TX,59752.0
78254,29.53,-98.73,TX,74490.0
78255,29.65,-98.66,TX,17545.0
78256,29.62,-98.63,TX,11554.0
78257,29.64,-98.58,TX,9201.0
78258,29.64,-98.49,TX,47072.0
78259,29.63,-98.42,TX,25691.0
78260,29.7,-98.49,TX,34038.0
78261,29.69,-98.4,TX,23992.0
78263,29.35,-98.31,TX,4806.0
78264,29.2,-98.51,TX,12899.0
78332,27.72,-98.13,TX,27274.0
78336,27.94,-97.19,TX,12365.0
78343,27.62,-97.77,TX,4594.0
78358,28.07,-97.04,TX,987.0
78362,27.87,-97.2,TX,10789.0
78363,27.44,-97.86,TX,29415.0
78368,28.11,-97.81,TX,8586.0
78370,27.94,-97.6,TX,4857.0
78372,28.0,-98.1,TX,5261.0
78374,27.89,-97.29,TX,19737.0
78377,28.34,-97.18,TX,3272.0
78382,28.11,-97.06,TX,18702.0
78383,28.08,-97.94,TX,5057.0
78387,28.08,-97.55,TX,9791.0
78390,28.0,-97.36,TX,5737.0
78393,28.18,-97.35,TX,2194.0
78401,27.8,-97.4,TX,4660.0
78402,27.82,-97.41,TX,233.0
78404,27.77,-97.4,TX,15650.0
78405,27.77,-97.44,TX,14194.0
78407,27.81,-97.45,TX,2033.0
78408,27.8,-97.44,TX,10294.0
78409,27.82,-97.51,TX,2312.0
78410,27.84,-97.59,TX,27623.0
78411,27.73,-97.39,TX,24194.0
78412,27.7,-97.34,TX,41071.0
78413,27.68,-97.4,TX,36989.0
78414,27.66,-97.37,TX,46133.0
78415,27.65,-97.49,TX,41583.0
78416,27.75,-97.44,TX,15030.0
78417,27.74,-97.47,TX,4400.0
78418,27.53,-97.29,TX,30015.0
78501,26.22,-98.24,TX,60855.0
78503,26.16,-98.25,TX,20444.0
78504,26.28,-98.24,TX,60740.0
78516,26.14,-98.12,TX,33963.0
78520,25.97,-97.55,TX,60592.0
78521,25.95,-97.32,TX,88791.0
78526,26.0,-97.45,TX,58713.0
78537,26.17,-98.06,TX,51216.0
78538,26.37,-97.97,TX,10557.0
78539,26.28,-98.18,TX,36531.0
78541,26.45,-98.29,TX,45675.0
78542,26.44,-98.09,TX,84606.0
78543,26.3,-98.01,TX,8421.0
78549,26.49,-98.02,TX,1109.0
78550,26.25,-97.66,TX,54486.0
78552,26.2,-97.75,TX,41382.0
78557,26.11,-98.25,TX,13939.0
78559,26.15,-97.83,TX,12819.0
78560,26.26,-98.5,TX,4417.0
78566,26.14,-97.42,TX,24551.0
78570,26.17,-97.91,TX,33221.0
78572,26.2,-98.36,TX,76645.0
78573,26.3,-98.3,TX,42523.0
78574,26.31,-98.37,TX,63660.0
78575,26.03,-97.55,TX,5077.0
78576,26.33,-98.47,TX,12748.0
78577,26.17,-98.19,TX,79128.0
78578,26.05,-97.31,TX,10551.0
78580,26.5,-97.75,TX,13429.0
78582,26.54,-98.74,TX,44583.0
78583,26.28,-97.47,TX,5952.0
78586,26.11,-97.65,TX,48726.0
78589,26.15,-98.16,TX,39881.0
78593,26.27,-97.82,TX,4857.0
78595,26.31,-98.54,TX,7272.0
78596,26.11,-98.0,TX,36852.0
78602,30.13,-97.33,TX,32646.0
78605,30.77,-98.05,TX,6955.0
78606,30.09,-98.46,TX,6890.0
78609,30.76,-98.45,TX,1966.0
78610,30.08,-97.84,TX,41681.0
78611,30.79,-98.27,TX,12938.0
78612,30.09,-97.49,TX,20508.0
78617,30.15,-97.6,TX,28690.0
78619,30.11,-98.03,TX,6274.0
78620,30.22,-98.13,TX,18564.0
78623,29.96,-98.22,TX,1132.0
78624,30.29,-98.87,TX,23084.0
78626,30.67,-97.6,TX,37235.0
78628,30.64,-97.75,TX,39391.0
78629,29.48,-97.45,TX,12011.0
78631,30.35,-99.31,TX,3020.0
78633,30.74,-97.75,TX,26507.0
78634,30.56,-97.54,TX,38529.0
78638,29.66,-97.8,TX,1978.0
78639,30.66,-98.46,TX,7999.0
78640,30.0,-97.82,TX,63902.0
78642,30.69,-97.94,TX,18347.0
78644,29.87,-97.67,TX,20119.0
78645,30.45,-97.97,TX,14360.0
78648,29.7,-97.64,TX,7803.0
78650,30.31,-97.22,TX,2539.0
78652,30.13,-97.86,TX,5014.0
78653,30.34,-97.52,TX,30955.0
78654,30.57,-98.21,TX,18833.0
78655,29.82,-97.84,TX,3696.0
78656,29.9,-97.81,TX,2624.0
78657,30.53,-98.38,TX,6810.0
78659,30.21,-97.13,TX,2855.0
78660,30.44,-97.6,TX,110569.0
78662,29.94,-97.44,TX,2552.0
78663,30.42,-98.31,TX,696.0
78664,30.5,-97.65,TX,60152.0
78666,29.88,-97.98,TX,83858.0
78669,30.43,-98.13,TX,10730.0
78672,30.88,-98.49,TX,825.0
78676,30.04,-98.15,TX,15241.0
78681,30.54,-97.72,TX,57451.0
78701,30.27,-97.74,TX,9560.0
78702,30.26,-97.71,TX,24830.0
78703,30.29,-97.77,TX,22111.0
78704,30.24,-97.77,TX,49854.0
78705,30.29,-97.74,TX,32506.0
78719,30.14,-97.67,TX,1856.0
78721,30.27,-97.68,TX,10728.0
78722,30.29,-97.71,TX,5938.0
78723,30.3,-97.69,TX,36114.0
78724,30.29,-97.61,TX,25936.0
78725,30.24,-97.61,TX,9082.0
78726,30.43,-97.84,TX,13414.0
78727,30.43,-97.72,TX,29991.0
78728,30.46,-97.69,TX,25359.0
78729,30.46,-97.76,TX,30907.0
78730,30.36,-97.84,TX,9455.0
78731,30.35,-97.77,TX,26506.0
78733,30.32,-97.88,TX,9500.0
78734,30.38,-97.95,TX,21625.0
78736,30.25,-97.95,TX,9481.0
78737,30.19,-97.96,TX,24783.0
78741,30.23,-97.71,TX,46147.0
78744,30.18,-97.73,TX,48524.0
78745,30.21,-97.8,TX,62277.0
78746,30.3,-97.81,TX,28017.0
78747,30.13,-97.74,TX,20698.0
78748,30.16,-97.82,TX,53501.0
78749,30.21,-97.86,TX,35933.0
78750,30.42,-97.8,TX,29559.0
78751,30.31,-97.72,TX,15856.0
78752,30.33,-97.7,TX,21178.0
78753,30.38,-97.67,TX,58805.0
78754,30.36,-97.64,TX,29690.0
78756,30.32,-97.74,TX,9314.0
78757,30.35,-97.73,TX,25547.0
78758,30.39,-97.71,TX,50717.0
78759,30.4,-97.76,TX,44978.0
78801,29.36,-99.88,TX,21435.0
78834,28.55,-99.87,TX,7316.0
78839,28.71,-99.76,TX,7796.0
78840,29.74,-100.92,TX,46970.0
78852,28.83,-100.32,TX,56746.0
78861,29.42,-99.16,TX,13272.0
78872,28.91,-99.88,TX,1014.0
78933,29.77,-96.34,TX,1357.0
78934,29.7,-96.57,TX,6626.0
78940,29.93,-96.67,TX,2164.0
78941,29.74,-97.16,TX,3076.0
78942,30.17,-96.93,TX,9627.0
78945,29.92,-96.89,TX,10570.0
78946,30.19,-96.77,TX,955.0
78947,30.42,-97.04,TX,4589.0
78950,29.91,-96.49,TX,2166.0
78953,29.86,-97.35,TX,930.0
78954,30.05,-96.7,TX,1245.0
78956,29.68,-96.93,TX,5436.0
78957,30.01,-97.17,TX,9685.0
78962,29.67,-96.74,TX,4801.0
79007,35.67,-101.41,TX,13915.0
79015,34.95,-101.9,TX,22493.0
79019,34.98,-101.39,TX,1914.0
79029,35.9,-102.03,TX,15875.0
79035,34.68,-102.79,TX,5434.0
79036,35.6,-101.55,TX,5035.0
79041,34.04,-101.93,TX,2821.0
79042,34.75,-101.89,TX,1203.0
79045,34.9,-102.51,TX,18634.0
79065,35.52,-100.9,TX,19538.0
79068,35.34,-101.45,TX,3253.0
79072,34.17,-101.74,TX,25831.0
79086,36.14,-101.79,TX,3023.0
79088,34.57,-101.69,TX,5213.0
79101,35.21,-101.84,TX,2335.0
79102,35.2,-101.85,TX,9898.0
79103,35.18,-101.8,TX,10758.0
79104,35.2,-101.79,TX,6705.0
79106,35.2,-101.89,TX,27668.0
79107,35.23,-101.79,TX,39829.0
79108,35.38,-101.8,TX,10549.0
79109,35.17,-101.89,TX,43167.0
79110,35.15,-101.87,TX,19235.0
79118,35.1,-101.75,TX,25963.0
79119,35.11,-102.02,TX,20387.0
79121,35.17,-101.93,TX,5388.0
79124,35.27,-102.03,TX,10847.0
79201,34.41,-100.34,TX,6817.0
79311,33.86,-101.88,TX,3767.0
79316,33.13,-102.31,TX,10180.0
79322,33.66,-101.2,TX,1802.0
79325,34.41,-102.94,TX,2218.0
79329,33.73,-101.69,TX,3086.0
79331,32.67,-101.97,TX,11726.0
79336,33.6,-102.4,TX,15785.0
79343,33.65,-101.54,TX,1695.0
79358,33.43,-102.2,TX,1365.0
79360,32.69,-102.72,TX,16584.0
79363,33.71,-102.04,TX,5827.0
79366,33.53,-101.68,TX,1107.0
79382,33.47,-102.02,TX,9355.0
79401,33.59,-101.85,TX,9045.0
79403,33.64,-101.77,TX,16001.0
79404,33.53,-101.8,TX,9312.0
79407,33.57,-102.09,TX,21211.0
79410,33.57,-101.89,TX,10570.0
79411,33.57,-101.86,TX,6623.0
79412,33.55,-101.86,TX,15719.0
79413,33.55,-101.89,TX,23265.0
79414,33.55,-101.92,TX,18081.0
79415,33.7,-101.9,TX,17048.0
79416,33.6,-101.98,TX,34864.0
79423,33.43,-101.85,TX,41950.0
79424,33.47,-101.94,TX,49721.0
79501,32.74,-99.89,TX,2686.0
79504,32.31,-99.35,TX,3147.0
79508,32.27,-99.83,TX,1061.0
79510,32.26,-99.53,TX,7673.0
79511,32.43,-101.27,TX,1165.0
79520,32.88,-100.13,TX,2393.0
79525,32.63,-99.83,TX,2481.0
79526,32.64,-100.75,TX,868.0
79536,32.47,-100.03,TX,5703.0
79545,32.42,-100.58,TX,1855.0
79549,32.9,-100.9,TX,15814.0
79553,32.94,-99.84,TX,3256.0
79556,32.48,-100.39,TX,12687.0
79562,32.24,-99.87,TX,4150.0
79563,32.42,-99.91,TX,1149.0
79567,31.98,-99.98,TX,3112.0
79601,32.57,-99.65,TX,27033.0
79602,32.34,-99.67,TX,26933.0
79603,32.4,-99.89,TX,23956.0
79605,32.43,-99.78,TX,28611.0
79606,32.35,-99.83,TX,26810.0
79701,31.99,-102.08,TX,30348.0
79703,31.98,-102.13,TX,22257.0
79705,32.1,-102.05,TX,40134.0
79706,31.84,-101.97,TX,31088.0
79707,32.03,-102.21,TX,36167.0
79714,32.33,-102.71,TX,18184.0
79720,32.2,-101.51,TX,32431.0
79731,31.45,-102.56,TX,4473.0
79745,31.85,-103.03,TX,6559.0
79758,32.01,-102.34,TX,2286.0
79761,31.86,-102.35,TX,31566.0
79762,31.93,-102.36,TX,40728.0
79763,31.81,-102.47,TX,35900.0
79764,31.89,-102.47,TX,25871.0
79765,31.92,-102.3,TX,20155.0
79766,31.71,-102.36,TX,10755.0
79772,31.4,-103.59,TX,13843.0
79782,32.19,-101.89,TX,4782.0
79821,31.98,-106.6,TX,6645.0
79830,29.89,-103.5,TX,7948.0
79836,31.57,-106.21,TX,8042.0
79838,31.49,-106.17,TX,5687.0
79849,31.56,-106.25,TX,13183.0
79901,31.76,-106.48,TX,8518.0
79902,31.78,-106.5,TX,19984.0
79903,31.79,-106.44,TX,15849.0
79904,31.85,-106.45,TX,32148.0
79905,31.77,-106.43,TX,21953.0
79907,31.71,-106.33,TX,50696.0
79911,31.94,-106.54,TX,7668.0
79912,31.85,-106.53,TX,78470.0
79915,31.75,-106.37,TX,36505.0
79922,31.81,-106.56,TX,7210.0
79924,31.9,-106.41,TX,59420.0
79925,31.8,-106.36,TX,38947.0
79927,31.65,-106.27,TX,42140.0
79928,31.68,-106.12,TX,76392.0
79930,31.81,-106.47,TX,26787.0
79932,31.88,-106.61,TX,28594.0
79934,31.95,-106.43,TX,26916.0
79935,31.77,-106.33,TX,19073.0
79936,31.77,-106.3,TX,107579.0
79938,31.86,-106.04,TX,91575.0
